	user_instance	user_id
99	kathrineitel@mastodon.world	109523191928511838
100	kerim@zirk.us	109350724881395136
101	kevinpijpers@akademienl.social	109364077950676634
102	kompostmoderne@sciences.social	109371513962602219
103	kopyor@mastodon.social	109257280804404132
104	LABrown@archaeo.social	2830
105	LauraMcLauchlan@aus.social	109379457688220875
106	lizrodwell@mastodon.online	109298196373248232
107	lmesseri@mastodon.social	109244380110092638
108	Manigarm@mastodon.social	109257600686377639
109	marcellaflamme@scholar.social	159124
110	marcodinu@mastodon.social	109501607561835509
111	marcyrockman@climatejustice.social	109305416147821913
112	margotweiss@mastodon.lol	
113	mariasidorkina@zirk.us	109342800605088305
114	martinlangcz@mstdn.social	109270531045581911
115	mysteriousdrbex@mastodon.social	108231613738040511
116	NachoFradejas@fediscience.org	109284574641670489
117	NatNesvaderani@c.im	109453315794426040
118	NatNesvaderani@c.im	109453315794426040
119	nilanjana@mas.to	109278503827893034
120	og_ko@sciences.social	109348306508261754
121	olatzgabrisk@mastodon.social	109244847339321147
122	otsuki3c@mastodon.social	109245699897413848
123	Paolamin@mastodon.uno	109320101302737526
124	pierskelly@aus.social	109294834395299904
125	pierskelly@aus.social	109294834395299904
126	r_gov11@mastodon.online	109261247314530665
127	radicalanthro@c.im	109245717141542849
128	restocruz@sciences.social	109274000339225472
129	rose_cr@mastodon.uno	109318117273390581
130	rossross@mastodon.lol	
131	s3nnacherib@climatejustice.social	109322228798240119
132	sarahczerny@mastodon.world 	
133	saralmdavis@ohai.social	109369724342587454
134	schrisomalis@mastodon.online	109299344409287691
135	scotthaddow@archaeo.social	2379
136	sjanep@climatejustice.social	109272924728127120
137	SongsForHorses@mastodon.social	109251948580616657
138	spfeifer@mstdn.social	109586983460240606
139	suomenantropologi@fediscience.org	109262493819886744
140	susanne@kolektiva.social	109372703060682062
141	TabeaScharrer@fediscience.org	109304347404741931
142	thaoeatworld@mastodon.social	109375396657402104
143	ThHazod@mastodon.social	109360120713449135
144	tneale@mastodon.social	109221192702463357
145	tscriado@assemblag.es	109274206840680413
146	tutam@fediscience.org	109262504023197326
147	tylermbarrett@fediscience.org	109291613154835557
148	ValueQuestion@mastodon.scot	109293129833325459
149	verreauxi@mastodon.social	109247179587242124
150	yetiinabox@todon.nl	97458
151	aap_saaorg@fediscience.org	109300431206416420
152	Fornvannen@archaeo.social	109365136717738388
153	frontiere_s_@mastodon.social	109250590880154689
154	landscaperesearch@mas.to	109301883055933387
155	PCI_Archaeology@archaeo.social	109342183484928805
156	PrehistoricSociety@mastodonapp.uk	109409716728407603
157	Antiquity@archaeo.social	109433036380966505
158	EAAarchaeology@fediscience.org	109302772042715939
159	AMPHORA@mas.to	109319564972557058
160	caanlfl@akademienl.social	109307551432338750
161	ScotArchStrat@mastodonapp.uk	109302752543877858
162	OperationNightingale@mastodonapp.uk	109336748048452172
163	CAA_int@archaeo.social	109484944986343449
164	RomanArchaeo@archaeology.social	109509102668502975
165	CANI@archaeo.social	109367672520679221
166	AHAHistorians@historians.social	109433938993056060
167	arf_ucb@archaeo.social	109349987405052654
168	ExperimentalArchaeology@mastodon.green	109291310224622705
169	brownarchaeology@archaeo.social	109353815045813272
170	Harvatilab_tue@archaeo.social	109366138177211050
171	BTU_Geopedology@mastodon.world	109374670225605300
172	RadicalAnthro@c.im	109245717141542849
173	archITCologne@nrw.social	109466637677656019
174	Nokalakevi@mas.to	109341288549957278
175	minetopcubasi@mstdn.social	109296454279147868
176	apsap@fediscience.org	109306528294258494
177	TheFrameBlog@mastodon.world	109326595102805183
178	revive_erc@archaeo.social	109369987601412739
179	butserancientfarm@mastodonapp.uk	109364273263521216
180	clusterroots@fediscience.org	109308368456777611
181	EssexEgyptology@archaeo.social	109375199379096181
182	ISSarchaeology@archaeo.social	109521455913257473
183	RoaminTheEmpire@archaeo.social	109363109248321148
184	caa2023@fediscience.org	109307564368593934
185	MuseumHalle@mastodon.social	108242829904257492
186	msr_tlse@piaille.fr	109324543929094546
187	roemerhaus@bawü.social	
188	auschwitzmuseum@mastodon.world	109362825494156334
189	mooregroup@mastodon.social	286791
190	redriverarchaeology@archaeo.social	109364078427108767
191	archaeoptics@mastodon.online	109296470971611471
192	NOSAS@mastodon.scot	109318660051064827
193	OAS@mastodon.scot	109315424400516597
194	SWACS@archaeo.social	109370182984025038
195	archpaperscode@archaeo.social	109643752092349019
196	eartharxiv@qoto.org	
197	whencyclopedia@mstdn.social	109286476485418292
198	artefactCollection@botsin.space	106952356441292144
199	pleiades@botsin.space	31802
200	Rchaeology@archaeo.social	109365645924267097
201	pasthorizons@mastodon.social	109257642796172142
202	stonepages@archaeo.social	7752
203	megalithic@archaeo.social	8294
204	HeritageDaily@archaeology.social	109392432394453684
205	talesfromthetwolands@universeodon.com	109359706362948734
206	BlackTrowel@archaeo.social	109554418766593677
207	SAPIENS_org@mastodon.world	109389197846736058
208	oldmapgallery@sciencemastodon.com	109285975961685176
209	clonehenge@mas.to	109313904717921112
210	NikaShilobod@fediscience.org	109291644558220307
211	josh@fediscience.org	109240520829207397
212	birgittahoffmann@mastodon.social	108280109550578797
213	anthroyeti@scicomm.xyz	109286192676187035
214	StillJustRena@mastodon.social	109247359032783958
215	cdwren@fediscience.org	109273782487681403
216	subbasegirl@masto.ai	109354391861613224
217	geoffreymsmith@mstdn.science	109292961093481663
218	tess_machling@mastodonapp.uk	
219	RebeccaGilmour@fediscience.org	109291737565623632
220	CaraJones@mastodon.scot	109265146184231720
221	NatalieGBoyd@archaeo.social	786
222	benmarwick@mastodon.social	195323
223	drsueoosthuizen@mastodon.social	109250467311834639
224	ethan@scholar.social	4495
225	ekansa@scholar.social	108195094439010276
226	strabert@toot.community	109292611971279899
227	fiftysitesbook@mastodon.social	109291692167290114
228	clmorgan@archaeo.social	827
229	RonaldVisser@akademienl.social	109287193295081607
230	CJFrieman@aus.social	109285046671394005
231	Kayt_MB@mastodonapp.uk	
232	toothFAIRy@scholar.social	108197291479321509
233	archaeorowe@mastodonapp.uk	
234	laraband@mas.to	109291972603441531
235	BlckheathHopper@archaeo.social	109359573605229606
236	UllaMR@mastodon.social	109256427157763504
237	geoffreymsmith@fediscience.org	109295562897118965
238	GRSchug@mas.to	109285196371646934
239	EddieCStewart@mastodon.scot	109294220490879467
240	natashareynolds@mastodon.ie	109285002570507323
241	aidanosullivan@mastodon.ie	109291635902074007
242	ArchaeologyTony@c.im	109297812379835573
243	killgrove@mastodon.social	109288057485575855
244	aejolene@octodon.social	75212
245	ArchAce@scicomm.xyz	109270015902738758
246	jens2go@mastodon.social	109114279696571359
247	ajatnuvuk@fediscience.org	109288792406532668
248	HannahFluck@Mas.to	109290902919754761
249	KCNolanINDelCo@mastodon.online	109297045317495090
250	GraveyardArch@mas.to	109296985942252053
251	ladyofvix@jorts.horse	
252	JayTStock@mstdn.science	109296986039263725
253	ninawillburger@social.anoxinon.de	109298857717689148
254	chaco_arch@scholar.social	108280426221852491
255	spon@ecoevo.social	109301042386702959
256	ArchaeoBasti@mastodon.online	108205493818728398
257	catrionacooper@toot.community	109301771418993528
258	sophiekniaz@mastodon.scot	109296360791024481
259	danielratcliffe@mastodon.scot	109292259847206022
260	diffendale@scholar.social	25722
261	joeroe@archaeo.social	2
262	fabienbp@sciences.re	
263	archae_delle@c.im	109270023468694435
264	Cmount@mastodon.ie	109292680007027417
265	zackbatist@archaeo.social	109333035928545004
266	mikeheyworth@mastodon.me.uk	109265376625034584
267	anarchaeologe@mastodon.social	108197357722354949
268	Stylisharchaeologist@mastodon.online	109274616157919308
269	hluhman@toot.community	109291449846757430
270	electricarchaeo@scholar.social	33808
271	darrellRohl@scholar.social	108200664159386470
272	NeilJackman@mastodon.ie	109298143264866083
273	jjconeill@mastodon.ie	109302153600463101
274	DSAArchaeology@mastodon.online	109274261838504207
275	alveshere@mastodon.online	109299379087539721
276	martinatenzer@mas.to	109304333064023113
277	decodingtrolls@mastodon.world	109287375398358136
278	cscott58@scholar.social	108173756557059823
279	severian@mastodon.uno	109307955927093121
280	WulfgarTheBard@archaeo.social	109359687814852376
281	caeliambulator@mastodon.online	109296859093499643
282	jonasholmjaeger@archaeo.social	982
283	andreatitolo@archaeo.social	1636
284	katepaxman@mas.to	109240113907544216
285	stephenniem@mastodon.online	109309209270722430
286	umoilanen@fediscience.org	109309044711708241
287	izarom@mas.to	109301315175084764
288	Dr_ClaireH@eldritch.cafe	109303770998824482
289	barneyharris@sciences.social 	
290	theoniongoddess@tooot.im 	
291	oliverdietrich@mastodon.social	108234400165905182
292	scotthaddow@archaeo.social	2379
293	penforeman@mastodonapp.uk	
294	mattyhari@qoto.org	
295	angie0714@m.cmx.im	108800950322145452
296	Arkeologen@mastodon.nu	109280438991447339
297	LeMoustier@mstdn.science	109296740347129873
298	archae_AD@home.social	
299	Archaeostratego@mastodon.online	109299270706591287
300	LABrown@archaeo.social	2830
301	jqjacobs@archaeo.social	11127
302	FlintDibble@archaeo.social	9874
303	EtheSherdnerd@mastodonapp.uk	109296480177274142
304	PaulEverill@mas.to	109319654133140793
305	s3nnacherib@climatejustice.social	109322228798240119
306	KHMedievalArch@hcommons.social	109322309277140415
307	AM_Christensen@scholar.social	108199416277540840
308	PattMeeples@fediscience.org	109289301694581024
309	DerBuddler@mastodon.social	109245244711168592
310	robhedge@mas.to	109302342198010385
311	R@archaeo.social	109324933561394187
312	JamesGABrown@mastodonapp.uk	109301336302663052
313	itsinmybones@fediscience.org	109307392892561278
314	MastArchaeo@mastodon.scot	109295968516170984
315	archaeohlrau@mastodon.social	109245831275223467
316	tileman@mastodon.social	109257481072829555
317	juliahurley@mstdn.social	109332575041521589
318	yourfriendem@archaeo.social	109332711690427018
319	anemonenyme@sciences.re	
320	archexis@archaeo.social	109331102398784688
321	HIWISLC@mstdn.science	109301214509672934
322	archaeo_astrid@archaeo.social	109336848766868638
323	marcyrockman@climatejustice.social	109305416147821913
324	Reuterdahl@mastodon.nu	109299179229582848
325	RogWard@mastodon.social	108194698448048379
326	inti@archaeo.social	109359614648077792
327	swh113@mastodon.social	109314731178859108
328	spoke32@mastodon.social	108196970515775571
329	sarah_krienen@archaeo.social	109363967449130077
330	EleanorScerri@archaeo.social	109363821221623553
331	carrielarocco@mastodon.scot	109284908337828888
332	zuzu_chov@mastodon.online	109281767566891361
333	kvhuntley@archaeo.social	109362901190768764
334	RebeccaRoberts@archaeo.social	109363803901870285
335	EvanSchultheis@archaeo.social	109366500767860765
336	lis_fis@archaeo.social	109360790672058002
337	craigcipolla@archaeo.social	109357059611501287
338	lifeinsherds@archaeo.social	109371275066079986
339	drdonnayates@archaeo.social	109365501665939315
340	stephenkay@mastodon.world	109370823515274824
341	MartaMirazonLahr@archaeo.social	109370894111636557
342	Dussel@fediscience.org	109309729826977100
343	gratefulwolf@archaeo.social	8006
344	kevinpijpers@akademienl.social	109364077950676634
345	mjhpeters@mas.to	109296544276474057
346	nicky_garland@hcommons.social	109307344360785512
347	Claire_M@mastodonapp.uk	109296543835632256
348	gweneferoure@mastodon.art	109261950580506599
349	staniukr@archaeo.social	109364277682673261
350	chaosmonaut@archaeo.social	109381761344315049
351	dodecahedragirl@universeodon.com	109373837309452817
352	PhotArchGit@mastodon.social	109246752392746157
353	VivianLaughlin@mastodon.social	109249665842487086
354	dimitrij@toot.community	109292702147658688
355	JacopoGennai@archaeo.social	109400363521409731
356	mariarelaki@mstdn.social	109404766358418624
357	antikemagie@archaeo.social	109376464562881956
358	eloquentpeasant@archaeo.social	109365554807838155
359	andrealala@mastodon.social	109256855046103541
360	RobertBarry@mastodon.social	109360158594064602
361	shirkskirt@universeodon.com	109308400950762151
362	Quatrus@kolektiva.social	109260156016669015
363	archaeomather@mastodon.social	109359336079428421
364	moritzmennenga@archaeo.social	458
365	Dendrochronicle@mastodon.scot	109342015503949175
366	erinaverett@archaeo.social	109393824334091544
367	rajoyce@mstdn.social	109283918590644185
368	Tcrex@archaeo.social	109523673341275289
369	mikleonardi@ecoevo.social	109301112873651452
370	mdedrick@archaeo.social	109540603247875521
371	w6lsa@archaeo.social	109363060460826638
372	mrundkvist@archaeo.social	109536646346737618
373	archaeobotics@archaeo.social	109332394492270329
374	archaeoalchemy@archaeo.social	109325974899295955
375	Amandaghenry@archaeo.social	7291
376	telliot@mas.to	109313418858872611
377	DriesDaems@archaeo.social	2449
378	Archasa@archaeo.social	109366948274035182
379	SirioCD@masto.nu	110236780164558360
380	dmc@zirk.us	109295925337967585
381	abf1@zirk.us	109296295642014122
382	gair@mastodon.scot	109280041901952039
383	evamarie@zirk.us	109331358561554949
384	jasongoroncy@scholar.social	109258160204899925
385	culagovski@wandering.shop	109257162892338012
386	jonippolito@digipres.club	25
387	Creativity@fediscience.org	109290430547122070
388	visualdoc@mas.to	109289871102293085
389	Fragiledevices@mastodon.social	108233704218995403
390	qiao_j@mastodon.online	109250599688940745
391	sfern@mastodon.social	21495
392	sudasana@mastodon.social	245200
393	AniketAlam@scholar.social	142994
394	franciscao@mastodon.social	109257371613025382
395	WellingtonChineseHistory@cloudisland.nz	109248943580482423
396	chuckwooldridge@mastodon.online	109263355607738308
397	cameroncampbell@mstdn.social	107188147213167995
398	howard@mastodon.lol	
399	jagevans@c.im	109265159445225936
400	cbarker@writing.exchange	109289760056411007
401	juliesullivan@mastodon.social	108196945492568976
402	ek_word@mastodonapp.uk	109292394202243568
403	nheller@zirk.us	109286877158386677
404	bookwitz@mstdn.social	109289574872713344
405	ioantrifu@mstdn.jp	
406	anaxanthas@nrw.social	109253572715791113
407	dambaras@mastodon.social	109258170098626882
408	SayakaChatani@scholar.social	109277074054534571
409	Achim@social.anoxinon.de	109263054523175314
410	ethanmark@mastodon.online	109267968703276317
411	bojacobs@mastodon.social	109245484809412850
412	nathanledbetter@mstdn.social	109283059405234924
413	japan_prof_john@mstdn.jp	
414	kalramnath@mastodon.social	109246065490728736
415	hildedeweerdt@mastodon.social	109256905705003727
416	chris_levesque@mastodon.online	108195286244705872
417	robinshistory@mstdn.social	109263618811225898
418	agasramirez@mastodon.social	108287386827767308
419	nludovice@mstdn.social	109274093025334869
420	nhungtuyettran@mastodon.social	109292023046477071
421	rinald@scholar.social	109259526806885817
422	tseguragarcia@mastodon.online	109267518371540882
423	sepoy@mastodon.social	965852
424	DisabilityStor1@mastodon.social	109238186959782017
425	divya_cherian@writing.exchange	109288758358956422
426	katherineschof8@mastodon.social	109244905169927835
427	sandipto@mstdn.social	109269548541793238
428	tanujakothiyal@mastodon.social	965250
429	Finitarian@mastodon.green	109288180235922378
430	anhsyhuyle@mas.to	109292985556688199
431	cktai@scholar.social	164598
432	JasonPetrulis@mastodon.online	109284701033183774
433	DLeeTalbot@ausglam.space	109266649491048694
434	OrelBeilinson@bildung.social	109291143835886515
435	janehong@mastodon.social	109258897947760041
436	konrad@social.coop	109287464994938820
437	fbgalasi@hcommons.social	109307976832518608
438	kprkr@sciences.social	109281393330859246
439	dancarkner@mstdn.ca	109291973761299247
440	miket_32@mastodon.social	109265141024413681
441	carwyn@fediscience.org	109281888086913910
442	HuShuo@mastodon.social	274713
443	tinebeest@mstdn.social	108194345512077700
444	charleslaughlin@zirk.us	109310513215634857
445	restocruz@sciences.social	109274000339225472
446	kerim@mastodon.xyz	75174
447	ndloubere@toot.community	109292673764356680
448	tiennusmarcus@piaille.fr	109297375762853562
449	brian_hioe@mastodon.online	109297258411199047
450	arinbasu@qoto.org	
451	inchg@mastodon.social	107834641082422192
452	profjohnharney@zirk.us	109351057834052417
453	dambaras@mastodon.online	109269917872189910
454	preetiraghunath30@mastodon.social	109243344043946467
455	yael_rice@mastodon.online	109285588470410047
456	remcobreuker@mastodon.social	109256667908415139
457	Elliiipses@aus.social	109299367109102273
458	heejinlee@zirk.us	109291327007982073
459	TheKpopProf@mstdn.social 	
460	ChTagsold@fediscience.org	109245434807749342
461	esztermelittaszabo@mas.to	109292654403462648
462	sandermarkmolenaar@akademienl.social	109275683077857090
463	ivanfranceschini@toot.community	109301570230570821
464	sutrasandstuff@mastodon.social	109245777816853177
465	bmleitner@mas.to	109301997405615342
466	sbasu@mastodon.online	109297278996282319
467	kungfuzi@hcommons.social	109302436034271707
468	bittermelon@writing.exchange	109300780569861997
469	sinolit@zirk.us	109302919105109587
470	bokane@jawns.club	10109
471	dambaras@zirk.us	109302955459760466
472	syperng@mas.to	109303594028499579
473	paupitarch@mastodont.cat	108203021360630779
474	StAndre@mas.to	109300096559809207
475	AndiSchubert@zirk.us	109307457241773323
476	jacenba@mas.to	109307956627451202
477	shreesha@zirk.us	109308726698051197
478	SpaceSilk@astrodon.social	109309305373896711
479	tinalu@zirk.us	109311398075000647
480	Anne_MarieBrady@mastodon.nz	109292079867332020
481	sangomahanty@aus.social	109253447538698435
482	Kabe_xz@mastodon.social	108249106013752343
483	foundobject@mastodon.social	106754702931545394
484	lonaga@zirk.us	109315700501974522
485	michaelmanangu@sciences.social	109318996704049354
486	YiGu@scholar.social	106904778718435396
487	xinhan@mas.to	109304241718959630
488	gmsprof@mastodon.online	109300183432203643
489	wu_ming@zirk.us	109294600197426843
490	MIC_Journal@mas.to	109308394941270300
491	plausistory@hcommons.social	109331865504086618
492	SteveMcCarty@hcommons.social	109317933031936664
493	kerim@zirk.us	109350724881395136
494	nathanelamarHK@kolektiva.social	109364388807829677
495	jeffreyhall@mstdn.jp	
496	uttaras@mastodon.social	109247370879012616
497	yitang_lin@mas.to	109325170325919013
498	Maximilian_Mayer@mastodon.social	109248587194780462
499	ghostimage@mastodon.lol	
500	yilinwriter@wandering.shop	108195328920274460
501	dovewings@zirk.us	109345215169427469
502	vangrmr@fedihum.org	109341645724376437
503	jdierkes@sciences.social	109322251183881127
504	GiuliaSciorati@mastodon.uno	109369688810311645
505	DrJoyZhang@sciences.social	109369684769553627
506	EdHaynes@mastodon.world	109285405646873595
507	hefrightbe@social.cologne	109317608639192074
508	nilanjana@mas.to	109278503827893034
509	hamatgwa@mstdn.jp	
510	AssaDoron@aus.social	109379170962280118
511	Izband@mastodon.world	109380675630194880
512	SabinaKnight@zirk.us	109366526441805333
513	beckminster@mastodon.social	1005051
514	Deglassco@mastodon.social	109249658402510624
515	carorinrin@masto.ai	109370289428965713
516	alizhorvathaliz@fedihum.org	109377228746656628
517	cjc@universeodon.com	109323648670071778
518	edwin_schmitt@mastodon.social	108219153777910954
519	acevedo@dizl.de	109293610480079865
520	claudiamerli@mstdn.social	109420339529204410
521	nmanabe@mastodon.social	109260203499024132
522	paularcurtis@zirk.us	109462946663352912
523	ohmwu@zirk.us	109395109876641117
524	kathrineitel@mastodon.world	109523191928511838
525	SmilingHaniwa@archaeo.social	109536507480726912
526	fengschoeneweiss@h-net.social	109386358739514702
527	richardclcheung@mastodonapp.uk	109541502180982948
528	yetiinabox@todon.nl	97458
529	little_aloo@mas.to	109247624296726919
530	xiaolongnu@zirk.us	109803501458455400
531	obu@digipres.club	109272553015545717
532	rachelOB1@mastodon.social	109251711103144876
533	subu_caps@airpollution.science	109317833666854900
534	pHrozenChemGeek@mas.to	109266485849970164
535	H_Herrmann24@mastodon.social	109256995332417343
536	FlorentLouis59@mastodon.online	109268498131832107
537	DeitschHaLevi@mstdn.social	109287512487636097
538	leanhealth@medibubble.org	109247255399018458
539	Juan_Antonio@mastodon.online	109282345713259001
540	embfranks@qoto.org	
541	jljcolorado@qoto.org	
542	dbm@atmoschem.org	109362628097281165
543	PepperMaskwell@pettingzoo.co	
544	duncanwp@mastodon.online	109263155701685199
545	ozzie@mastodon.world	109302336928991291
546	marinavance@mastodon.social	109251609392606708
547	MarshallJulian@fediscience.org	109302269063771426
548	AriFeinberg@mastodon.social	109257336401153654
549	rybchuk@fediscience.org	109286391286515014
550	JenniferAFaust@mastodon.online	109269640488378760
551	langleydew@mas.to	109269609079579981
552	mikemaddenwx@mas.to	109270498850031394
553	sc_k@climatejustice.social	109245877007744773
554	ruben@fediweij.nl	
555	tmh@mastodon.online	109270235067369296
556	borduas@mas.to	109266402042341223
557	kkakosim@mathstodon.xyz	109293026090808908
558	mzawadowicz@fediscience.org	109296674199633010
559	paultgriffiths@atmoschem.org	109345402019636834
560	joelt@mastodon.online	109269772591972882
561	LiselotteTinel@mas.to	109305047196158010
562	Lucintpanis@mastodon.online	109264526178434853
563	wouter_lefebvre@fediscience.org	109304312460525959
564	jianzhaobi@mas.to	109306726801262335
565	EUPASTA@mastodon.online	109273590262953856
566	fransfie@mastodon.social	109257865665221058
567	jorge@scholar.social	53360
568	TC_Chakraborty@fediscience.org	109304370943008871
569	Jacquirickard@mastodon.social	109290541312687529
570	milliechubaird@universeodon.com	109309258611941052
571	yuqiangzhang@mas.to	109309960507215765
572	guolivar@fosstodon.org	67314
573	rahmstorf@fediscience.org	109287808481370449
574	pzieger@mastodon.nu	109264772977953652
575	derekcoffman@mas.to	109304201627907863
576	EarthMechanic@mstdn.social	109271548718746080
577	noelleselin@mastodon.mit.edu	109325114456980543
578	indianaclimate@fediscience.org	109297635140874184
579	tomasrbo@red.niboe.info	109331467390988016
580	allancjust@fediscience.org	109289007905681216
581	tianshu@mas.to	109334113973105657
582	tilvi@mastodon.social	109246669305475081
583	N_pavlovic@fediscience.org	109298493581721650
584	amanda_frossard@home.social	
585	vfmcneill@airpollution.science	109344264065854332
586	heather_runberg@qoto.org	
587	mothlight@fediscience.org	109304712042400479
588	arwhitehill@atmoschem.org	109343835880080848
589	PaulOWennberg@atmoschem.org	109362160128378056
590	ProfHuffman@mstdn.social	109294857107695135
591	Sarisha@qoto.org	
592	mattcooper@atmoschem.org	109365236735021149
593	simon_sat@scicomm.xyz	109268815531715679
594	siyao_yue@atmoschem.org	109365466161681426
595	PolarAmelie@mstdn.social	109246540183387968
596	profesto@airpollution.science	109365144467104354
597	sezick@mstdn.science	109348760410728879
598	rishabh@airpollution.science	109365652862810423
599	aeromattsmith@mastodonapp.uk	109316097665710526
600	jesper@tech.lgbt	109274615754845872
601	AriJLaaksonen@mastodontti.fi	109298168968100616
602	profdesai@mastodon.social	109248946783782537
603	rachelhems@atmoschem.org	109366282416990022
604	tomkarl@atmoschem.org	109366472948673799
605	GouwLab@airpollution.science	109366733869189639
606	evmatthews@mas.to	109270337925944224
607	mixtlillo@mastodon.ie	109327884774606027
608	TimothyHBertram@atmoschem.org	109363157584547603
609	dessemax@atmoschem.org	109364094538858128
610	m_parrington@airpollution.science	109369385667558960
611	tberkemeier@atmoschem.org	109369268364983675
612	amandagiang@fediscience.org	109297552242789925
613	claramae@airpollution.science	109367318794637680
614	Superhallq1@mastodon.se	
615	JChimotScience@airpollution.science	109370105401591179
616	atmochris@mastodon.social	108197695258991442
617	bennault@atmoschem.org	109371244953131105
618	dessemax@atmoschem.org	109364094538858128
619	rs_DrBilal@airpollution.science	109370244485048943
620	robroscioli@atmoschem.org	109373731129306754
621	MarkusAmmann@mas.to	109290520768569076
622	thijsheus@mastodon.world	109365596561641391
623	betsy@airpollution.science	109360896655513032
624	eviatarbach@fediscience.org	109334674240976829
625	Theurv@mastodon.social	109246451896427091
626	borduas@mas.to	109266402042341223
627	amanda_frossard@atmoschem.org	109382581960846008
628	OlgaGarmash@atmoschem.org	109367279168249219
629	murushyam@airpollution.science	109379985847895443
630	franz@fediscience.org	109304361984923932
631	kristenokorn@airpollution.science	109388613215273540
632	sangasso@airpollution.science	109379253825452646
633	knobelsp@mastodon.sdf.org	109274156668978624
634	adgandolfo@airpollution.science	109372616502811831
635	huprice@mastodon.social	109249566608216087
